sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
4195,23,7,602.193,43,3,29.99,622.47,3,3.99,29.99,48.97,1,y,completely orderable,18883,0,441,95,10,31,2,18,1,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,0
4196,23,7,2244.703,58,9.99,24.99,717.3,12,9.99,24.99,219.8,3,n,completely not determinable,?,?,?,?,?,?,?,?,1,4.3042016529,4.3042016529,4.3042016529,4.3042016529,0
4197,23,7,176.939,7,10,20,60,1,20,20,20,?,?,?,27072,300,335,76,1,21,2,43,0,0,0,0,0,0
4198,23,7,22.297,3,6.99,6.99,20.97,1,6.99,6.99,6.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4199,23,7,2701.438,41,129.99,549.99,13639.59,1,279.99,279.99,279.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4200,23,7,6.969,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4201,23,7,3252.114,80,19.99,299.99,4028.76,4,29.99,49.99,139.96,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4202,23,7,855.281,25,9.99,49.99,629.55,9,9.99,49.99,261.87,?,y,completely orderable,?,?,?,?,?,?,?,?,1,2.25,2.25,2.25,2.25,1
4203,23,7,1884.065,40,7,449.99,1313.64,2,8.99,29.99,38.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,54,54,54,54,1
4204,23,7,83.364,12,24,34.95,342.75,3,24,34.95,82.95,?,?,?,?,?,?,?,?,?,?,?,1,26.645,26.645,26.645,26.645,0
4205,23,7,5768.031,78,6.99,49.9,1377.3,11,14.99,39.9,228.13,?,y,completely orderable,27073,700,514,13,24,35,2,388,1,0.8916323731,0.8916323731,0.8916323731,0.8916323731,1
4206,23,7,335.888,13,19,19.99,258.88,1,19.99,19.99,19.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4207,23,7,55.62,3,29.99,29.99,59.98,1,29.99,29.99,29.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4208,23,7,1391.411,46,9.97,44.99,712.24,2,9.97,9.97,19.94,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4209,23,7,3186.977,26,9.99,139.99,595.74,4,9.99,19.99,52.96,?,?,?,27074,?,?,?,0,24,2,11,1,9.5510204082,9.5510204082,9.5510204082,9.5510204082,0
4210,23,7,4817.934,134,5,179.95,7772.98,7,19.99,129.99,529.93,?,y,completely orderable,27075,600,420,27,7,28,1,47,1,22.9591836735,22.9591836735,22.9591836735,22.9591836735,1
4211,23,7,3386.009,187,3,1099.99,2387.69,20,3,29.99,148.97,?,?,?,13556,3000,563,171,16,50,2,7,1,16.53792736,16.53792736,16.53792736,16.53792736,1
4212,23,7,672.827,4,24.99,299.99,624.97,1,24.99,24.99,24.99,?,?,?,27076,2500,567,223,18,42,2,5,0,0,0,0,0,0
4213,23,7,265.999,4,34.99,129.99,364.96,1,129.99,129.99,129.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4214,23,7,616.49,15,39.99,189.99,719.93,2,39.99,99.99,139.98,5,y,completely orderable,27077,2100,567,80,8,38,2,75,1,324,324,324,324,1
4215,23,7,283.082,4,9.99,14.99,44.96,1,9.99,9.99,9.99,?,y,completely orderable,27078,4000,478,102,16,42,1,41,0,0,0,0,0,1
4216,23,7,167.817,3,9.99,39.99,89.97,1,39.99,39.99,39.99,5,y,completely orderable,27079,600,70,92,0,40,1,585,0,0,0,0,0,1
4217,23,7,213.886,19,14.99,17.99,272.85,1,15,15,15,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4218,23,7,985.198,23,9.99,1199,6001.9,4,14.99,1199,2032.98,1,y,completely orderable,27080,500,433,28,14,24,2,80,1,1.1875,1.1875,1.1875,1.1875,1
4219,23,7,1640.458,17,3,35.95,165.93,3,7,17,33.99,?,y,completely orderable,12116,500,422,6,5,23,2,6,1,0,0,0,0,1
4220,23,7,4.471,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4221,23,7,487.103,25,12.95,54.99,627.73,4,12.95,54.99,159.92,?,?,?,?,?,?,?,?,?,?,?,1,137.0928,137.0928,137.0928,137.0928,0
4222,23,7,782.393,42,14.99,99.99,1830.58,4,19.99,79.99,219.96,?,?,?,27081,1200,582,67,9,45,1,175,1,734.693877551,734.693877551,734.693877551,734.693877551,0
4223,23,7,902.771,24,7.99,29.99,362.8,4,7.99,29.99,67.96,?,y,completely orderable,27082,4000,80,38,0,52,2,42,1,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1
4224,23,7,4980.936,27,44.99,199.99,1925.55,2,59.99,59.99,119.98,1,y,?,?,?,?,?,?,?,?,?,1,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,0
4225,23,7,3213.839,14,29.99,29.99,119.96,1,29.99,29.99,29.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4226,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4227,23,7,97.338,3,79.99,79.99,159.98,1,79.99,79.99,79.99,5,y,completely orderable,27083,300,436,1,0,26,1,9,0,0,0,0,0,1
4228,23,7,58.162,1,49.99,49.99,49.99,1,49.99,49.99,49.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4229,23,7,140.343,7,1099.99,1099.99,2199.98,1,1099.99,1099.99,1099.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4230,23,7,64.053,2,13.99,13.99,27.98,1,13.99,13.99,13.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4231,23,7,1057.4,29,15,109.99,320.95,3,15,15,45,?,y,completely orderable,27084,300,70,11,0,21,2,7,1,0,0,0,0,1
4232,23,7,518.729,6,9.99,29.99,109.97,1,15,15,15,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4233,23,7,874.423,9,34.99,79.99,264.95,1,34.99,34.99,34.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4234,23,7,2939.298,42,10,299.99,3356.31,5,29.99,219.99,391.88,?,?,?,?,?,?,?,?,?,?,?,1,7825,7825,7825,7825,0
4235,23,7,1046.013,42,9.99,59.95,1273.57,5,14.99,59.95,184.79,?,?,?,?,?,?,?,?,?,?,?,1,2.4297876543,2.4297876543,2.4297876543,2.4297876543,0
4236,23,7,67.647,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4237,23,7,4202.3,55,4.99,499.99,5276.51,13,9.99,159.99,585.88,?,y,completely orderable,27085,300,553,95,5,33,2,308,1,1193.8615890612,1193.8615890612,1193.8615890612,1193.8615890612,1
4238,23,7,604.469,34,7.99,34.99,495.09,4,9.95,34.99,76.88,?,?,?,?,?,?,?,?,?,?,?,1,105.0379,105.0379,105.0379,105.0379,0
4239,23,7,1792.712,38,9.99,69.95,1103.42,4,9.99,19.99,53.96,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4240,23,7,3087.313,64,12.99,39.99,832.55,5,12.99,39.95,105.91,?,y,completely orderable,24609,500,516,26,9,28,2,10,1,28.6734693878,28.6734693878,28.6734693878,28.6734693878,1
4241,23,7,79.44,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4242,23,7,1288.718,4,79.99,79.99,319.96,1,79.99,79.99,79.99,?,y,completely orderable,27086,1500,469,84,10,42,1,42,0,0,0,0,0,1
4243,23,7,137.408,3,169.99,169.99,339.98,1,169.99,169.99,169.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4244,23,7,3555.511,161,2.99,54.99,1293.8,1,13.99,13.99,13.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4245,23,7,4018.175,53,9.99,44.99,229.87,2,14.99,14.99,29.98,1,y,mixed,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4246,23,7,1074.846,42,3,34.99,434.6,9,5.99,34.99,114.91,5,y,completely orderable,27087,7000,537,297,7,50,2,50,1,0,0,0,0,1
4247,23,7,1027.61,39,8.99,34.99,438.42,2,24.99,34.99,59.98,?,y,completely orderable,27088,1300,80,71,0,33,1,43,1,9.8765432099,9.8765432099,9.8765432099,9.8765432099,1
4248,23,7,1204.47,22,3.99,699,9452.84,4,3.99,499.99,1202.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,11157.1882086168,11157.1882086168,11157.1882086168,11157.1882086168,1
4249,23,7,1617.347,37,39.99,349.99,4759.63,4,39.99,159.99,279.96,?,y,completely orderable,27089,600,517,60,1,36,1,180,1,843.75,843.75,843.75,843.75,1
4250,23,7,983.422,40,54.99,99.99,3009.32,2,79.95,89.99,169.94,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4251,23,7,3836.347,3,199.99,199.99,599.97,1,199.99,199.99,199.99,1,y,completely orderable,27090,1400,571,45,6,42,1,95,0,0,0,0,0,0
4252,23,7,78.773,8,20,20,160,1,20,20,20,1,y,completely orderable,27091,2500,436,136,38,44,2,5,0,0,0,0,0,0
4253,23,7,11101.241,62,9.99,349.99,4834.6,12,9.99,299.99,1189.88,1,y,completely orderable,?,?,?,?,?,?,?,?,1,158.5034013605,158.5034013605,158.5034013605,158.5034013605,0
4254,23,7,26.9,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4255,23,7,2185.666,15,189.99,799.99,8419.85,1,599.99,599.99,599.99,?,y,completely orderable,7638,800,430,13,9,29,2,10,0,0,0,0,0,1
4256,23,7,1381.386,40,4.99,32.99,629.64,2,22.99,32.99,55.98,?,?,?,27092,600,447,20,22,25,2,13,1,25,25,25,25,0
4257,23,7,2158.151,19,11.99,79.99,562.88,3,11.99,79.99,171.97,?,?,?,?,?,?,?,?,?,?,?,1,739.84,739.84,739.84,739.84,0
4258,23,7,49.317,2,19.99,19.99,39.98,1,19.99,19.99,19.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4259,23,7,11.303,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4260,23,7,298.053,4,279.99,279.99,559.98,1,279.99,279.99,279.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4261,23,7,4391.162,16,34.99,59.99,704.84,2,34.99,34.99,69.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
4262,23,7,1511.515,35,5.99,39.95,739.76,7,12,29.99,145.36,?,y,completely orderable,?,?,?,?,?,?,?,?,1,19.5974297578,19.5974297578,19.5974297578,19.5974297578,1
4263,23,7,184.179,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4264,23,7,246.683,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,y,completely orderable,27093,4000,548,352,14,57,2,18,0,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,1
4265,23,7,5.133,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4266,23,7,20.66,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4267,23,7,1229.536,15,9.99,139.99,259.86,2,9.99,14.99,24.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4268,23,7,54.221,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4269,23,7,1224.404,23,59.95,89.95,1588.9,1,59.95,59.95,59.95,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4270,23,7,1153.535,26,16.99,19.99,210.89,2,16.99,19.99,36.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
4271,23,7,2520.046,6,199.99,199.99,1199.94,3,199.99,199.99,599.97,?,y,completely orderable,?,?,?,?,?,?,?,?,1,8.07793566946316E-28,8.07793566946316E-28,8.07793566946316E-28,8.07793566946316E-28,1
4272,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4273,23,7,653.392,25,9.99,23.99,369.78,1,15.99,15.99,15.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4274,23,7,412.97,2,17.99,17.99,35.98,1,17.99,17.99,17.99,?,y,completely orderable,27094,600,581,165,2,61,2,54,0,0,0,0,0,1
4275,23,7,1236.944,41,19.99,559.99,2899.79,9,19.99,559.99,1059.92,?,y,completely orderable,?,?,?,?,?,?,?,?,1,326.5306122449,326.5306122449,326.5306122449,326.5306122449,1
4276,23,7,393.219,8,9.99,24.99,120.93,1,9.99,9.99,9.99,1,y,?,27095,4000,541,58,9,51,2,12,0,0,0,0,0,0
4277,23,7,737.71,7,3.99,59.95,238.85,7,3.99,59.95,238.85,?,y,completely orderable,27096,1400,493,52,7,55,2,10,1,88.4722222222,88.4722222222,88.4722222222,88.4722222222,1
4278,23,7,510.659,5,261.99,399.99,1447.95,1,261.99,261.99,261.99,?,?,?,27097,4000,527,94,9,33,1,28,0,0,0,0,0,0
4279,23,7,890.496,53,4.99,221.73,873.03,1,221.73,221.73,221.73,1,y,completely orderable,27098,1200,70,219,4,48,2,330,0,0,0,0,0,0
4280,23,7,1025.602,18,12.99,27.99,349.22,1,19.99,19.99,19.99,1,y,?,27099,300,568,1,1,49,1,22,0,0,0,0,0,0
4281,23,7,312.939,8,9.99,9.99,39.96,1,9.99,9.99,9.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4282,23,7,3976.115,35,3.99,349.99,1209.68,9,3.99,349.99,497.92,?,y,completely orderable,27100,300,504,58,1,30,2,405,1,115.9763313609,115.9763313609,115.9763313609,115.9763313609,1
4283,23,7,48.958,4,39.99,39.99,159.96,1,39.99,39.99,39.99,?,?,?,27101,2400,498,134,19,71,2,40,0,0,0,0,0,0
4284,23,7,143.753,8,3.99,59.99,367.84,3,3.99,59.99,123.93,?,y,completely orderable,20255,4000,587,218,4,46,1,163,1,501.043456,501.043456,501.043456,501.043456,1
4285,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4286,23,7,4.989,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4287,23,7,207.826,14,10,22.47,243.83,2,14.99,19.99,34.98,?,?,?,3339,800,566,55,29,33,2,16,1,0,0,0,0,0
4288,23,7,88.231,4,9.99,9.99,39.96,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4289,23,7,3334.04,18,129.99,229.99,3678.83,2,219.99,219.99,439.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4290,23,7,127.971,3,299.99,379.99,1059.97,1,379.99,379.99,379.99,1,y,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4291,23,7,1485.58,38,18.99,199.99,4457.24,3,18.99,199.99,358.93,2,y,completely orderable,27102,4100,555,199,11,42,2,15,1,3251.4048,3251.4048,3251.4048,3251.4048,0
4292,23,7,2200.624,19,26.24,59.99,343.67,1,59.99,59.99,59.99,4,y,completely orderable,27103,800,554,4,4,44,2,45,0,0,0,0,0,0
4293,23,7,942.493,24,4.99,499.99,1315.76,6,11.99,499.99,606.94,1,y,?,27104,900,500,81,20,61,2,11,1,21212.16,21212.16,21212.16,21212.16,0
4294,23,7,132.061,9,9.99,89.99,329.91,4,9.99,89.99,149.96,1,y,completely orderable,27105,2600,493,204,1,27,2,56,1,55.5555555556,55.5555555556,55.5555555556,55.5555555556,0
4295,23,7,846.828,37,6,29.99,457.71,4,11.99,12.99,49.96,1,y,completely orderable,27106,600,532,221,4,38,2,350,1,0,0,0,0,0
4296,23,7,1267.723,19,12.99,449.99,2212.93,1,399.99,399.99,399.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4297,23,7,1019.006,15,8.99,22.95,222.81,3,8.99,19.99,48.97,5,y,completely orderable,?,?,?,?,?,?,?,?,1,8.5917159763,8.5917159763,8.5917159763,8.5917159763,1
4298,23,7,1834.321,21,222,399.99,2203.94,1,269.99,269.99,269.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4299,23,7,1414.414,7,54.95,54.95,219.8,1,54.95,54.95,54.95,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4300,23,7,1182.251,29,19.99,149.95,1604.59,2,19.99,89.99,109.98,?,?,?,?,?,?,?,?,?,?,?,1,1225,1225,1225,1225,0
4301,23,7,984.596,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4302,23,7,4265.623,23,9.99,49.99,750.77,4,9.99,49.99,119.96,?,y,completely orderable,27107,1800,512,69,29,50,2,264,1,99.173553719,99.173553719,99.173553719,99.173553719,1
4303,23,7,67.187,2,5,5,10,1,5,5,5,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4304,23,7,898.579,25,49.95,79.95,1139.7,1,69.99,69.99,69.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4305,23,7,1919.28,60,7,59.95,1511.54,4,14.99,39.96,105.9,?,?,?,?,?,?,?,?,?,?,?,1,3,3,3,3,0
4306,23,7,29.086,2,129.99,129.99,259.98,1,129.99,129.99,129.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4307,23,7,9568.024,192,1,119.99,2601.4,15,3.99,29,208.86,?,?,?,?,?,?,?,?,?,?,?,1,8,8,8,8,0
4308,23,7,33.742,9,5,5,45,1,5,5,5,?,?,?,27108,500,529,23,4,31,1,40,0,0,0,0,0,0
4309,23,7,2756.606,142,4.99,69.99,2845.65,7,9.99,29.99,147.94,?,?,?,27109,300,495,12,10,38,1,17,1,3.2816530612,3.2816530612,3.2816530612,3.2816530612,1
4310,23,7,1039.354,9,19.99,39.99,239.92,2,19.99,39.99,59.98,?,y,completely orderable,27110,1000,614,67,4,37,2,97,1,0,0,0,0,1
4311,23,7,587.134,2,1499,1499,2998,1,1499,1499,1499,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4312,23,7,3126.668,73,6.99,39.99,1183.2,21,6.99,39.99,341.75,?,y,completely orderable,27111,5000,547,460,6,69,2,50,1,3.109375,3.109375,3.109375,3.109375,1
4313,23,7,406.563,4,139.99,139.99,279.98,1,139.99,139.99,139.99,?,y,completely orderable,27112,600,609,86,2,47,2,96,0,0,0,0,0,1
4314,23,7,1108.11,9,49.99,2299.99,8159.91,2,59.99,2299.99,2359.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4315,23,7,485.976,5,679.99,679.99,1359.98,1,679.99,679.99,679.99,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4316,23,7,101.523,3,599,599,1198,1,599,599,599,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4317,23,7,11.993,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4318,23,7,1649.424,21,6.99,39.99,328.81,4,6.99,24.99,48.96,?,?,?,27113,2700,524,59,12,24,2,13,1,1.8367346939,1.8367346939,1.8367346939,1.8367346939,0
4319,23,7,1781.438,52,12.99,49.99,946.58,10,12.99,49.99,229.9,?,y,completely orderable,27114,2400,482,221,7,45,1,30,1,13.7283950617,13.7283950617,13.7283950617,13.7283950617,1
4320,23,7,551.086,12,14.99,29.99,294.88,4,14.99,29.99,94.96,5,y,completely orderable,27115,7000,519,21,25,29,1,41,1,36,36,36,36,1
4321,23,7,1838.011,105,7,59.9,2046.57,7,14.99,34.99,179.93,1,y,mainly orderable,27116,500,428,298,20,54,2,14,1,6.1728395062,6.1728395062,6.1728395062,6.1728395062,0
4322,23,7,992.684,55,1,7,175,3,1,5,11,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4323,23,7,520.912,12,39.99,39.99,479.88,0,?,?,?,1,y,completely orderable,27117,4100,596,305,6,51,2,21,0,0,0,0,0,0
4324,23,7,821.038,30,9.99,49.95,608.52,5,9.99,13.99,57.97,5,y,completely orderable,27118,700,550,67,6,33,2,26,1,1.764816,1.764816,1.764816,1.764816,1
4325,23,7,57.848,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4326,23,7,67.898,4,9.99,9.99,29.97,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4327,23,7,325.465,2,59.95,199.99,259.94,2,59.95,199.99,259.94,?,y,completely orderable,?,?,?,?,?,?,?,?,1,2723.778,2723.778,2723.778,2723.778,1
4328,23,7,116.276,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4329,23,7,1141.638,14,14.99,74.95,264.89,3,14.99,59.99,94.97,?,y,completely orderable,27119,600,577,44,12,29,1,17,1,177.25,177.25,177.25,177.25,1
4330,23,7,6.983,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4331,23,7,17.053,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4332,23,7,562.048,8,19.99,24.99,164.92,8,19.99,24.99,164.92,5,y,completely orderable,27120,2000,556,223,9,58,2,22,1,0,0,0,0,1
4333,23,7,610.337,7,3.99,49.99,127.94,3,3.99,49.99,63.97,?,y,completely orderable,26319,500,507,67,10,41,2,111,1,2.75,2.75,2.75,2.75,1
4334,23,7,784.507,5,399.99,399.99,1999.95,2,399.99,399.99,799.98,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4335,23,7,569.767,18,3.99,29.99,239.82,3,7.99,29.99,47.97,1,y,completely orderable,?,?,?,?,?,?,?,?,1,90.75,90.75,90.75,90.75,0
4336,23,7,1408.198,6,749,899,2547,1,899,899,899,?,y,completely orderable,25648,2600,491,218,7,37,2,10,0,0,0,0,0,1
4337,23,7,2177.833,36,22.95,99.99,1603.66,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4338,23,7,344.651,19,19.99,99.99,784.81,5,19.99,64.99,214.95,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4339,23,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,200,200,200,200,0
4340,23,7,5.019,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4341,23,7,1210.716,9,6,49.99,94.97,7,6,9,44.98,1,y,?,27121,1800,557,286,8,46,2,134,1,1.6024991736,1.6024991736,1.6024991736,1.6024991736,0
4342,23,7,10.367,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4343,23,7,2392.745,40,0.99,249.99,905.65,6,1,15,54.22,?,?,?,27122,3000,530,251,11,42,1,6,1,32.9888333333,32.9888333333,32.9888333333,32.9888333333,0
4344,23,7,4926.49,31,3.99,15.99,189.73,8,4.99,7.99,51.92,1,y,completely orderable,27123,?,?,?,0,34,2,17,1,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,0
4345,23,7,2395.968,44,9.99,39.99,737.57,4,9.99,12.99,48.96,?,y,completely orderable,27124,2500,497,191,11,39,2,68,1,2.2040816327,2.2040816327,2.2040816327,2.2040816327,1
4346,23,7,1354.497,27,29.99,119.99,742.27,1,29.99,29.99,29.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
4347,23,7,69.732,5,3.99,9.99,25.95,2,3.99,3.99,7.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
4348,23,7,783.278,34,3.99,69.95,626.21,9,3.99,29.99,127.83,?,y,completely orderable,27125,2900,504,111,37,34,2,16,1,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1
4349,23,7,213.095,10,14.99,24.95,89.91,1,14.99,14.99,14.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4350,23,7,6.003,2,3.99,3.99,7.98,1,3.99,3.99,3.99,?,?,?,6854,700,491,100,8,49,2,10,0,0,0,0,0,0
4351,23,7,511.361,22,5.99,21.95,194.78,4,9.99,12.99,42.96,?,?,?,27126,2900,548,384,7,59,2,21,1,0,0,0,0,0
4352,23,7,925.402,12,59.99,89.95,339.91,1,59.99,59.99,59.99,?,y,completely orderable,27127,8500,80,118,6,55,2,55,0,0,0,0,0,1
4353,23,7,12.687,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
4354,23,7,386.976,2,19.99,19.99,39.98,1,19.99,19.99,19.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4355,23,7,2116.089,5,699,799,3595,1,699,699,699,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4356,23,7,2701.884,95,8,49.99,1154.62,4,12.99,49.99,107.97,?,?,?,?,?,?,?,?,?,?,?,1,1.010025,1.010025,1.010025,1.010025,1
4357,23,7,181.816,9,29.99,59.95,299.87,2,29.99,29.99,59.98,1,y,completely orderable,27128,4000,592,172,1,32,2,71,1,0,0,0,0,0
4358,23,7,781.457,10,5,29,136.99,1,5,5,5,?,y,completely orderable,27129,600,70,13,0,55,2,408,0,0,0,0,0,0
4359,23,7,856.816,8,3.99,29.99,127.92,3,3.99,29.99,43.97,?,y,completely orderable,26901,4000,501,230,10,51,2,19,1,0,0,0,0,1
4360,23,7,877.217,38,14.99,17.99,557.83,6,15,17.99,98.97,?,y,completely orderable,27130,1000,484,79,0,27,2,120,1,1.587,1.587,1.587,1.587,1
4361,23,7,955.313,42,14.99,59.95,1923.38,7,14.99,59.95,254.77,?,?,?,27131,4000,499,220,12,40,2,26,1,495.0371265306,495.0371265306,495.0371265306,495.0371265306,0
4362,23,7,768.449,123,8.9,129.99,6121.03,1,39.99,39.99,39.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
4363,23,7,1099.314,8,179.99,419.99,1609.95,1,399.99,399.99,399.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
